"Ejendomspriser på boligmarkedet efter priser på realiserede handler,"
"ejendomskategori, postnumre og tid"

" ";" ";" ";"2000K1";"2000K2";"2000K3";"2000K4";"2001K1";"2001K2";"2001K3";"2001K4";"2002K1";"2002K2";"2002K3";"2002K4";"2003K1";"2003K2";"2003K3";"2003K4";"2004K1";"2004K2";"2004K3";"2004K4";"2005K1";"2005K2";"2005K3";"2005K4";"2006K1";"2006K2";"2006K3";"2006K4";"2007K1";"2007K2";"2007K3";"2007K4";"2008K1";"2008K2";"2008K3";"2008K4";"2009K1";"2009K2";"2009K3";"2009K4";"2010K1";"2010K2";"2010K3";"2010K4";"2011K1";"2011K2";"2011K3";"2011K4";"2012K1";"2012K2";"2012K3";"2012K4";"2013K1";"2013K2";"2013K3";"2013K4";"2014K1";"2014K2";"2014K3";"2014K4";"2015K1";"2015K2";"2015K3";"2015K4";"2016K1";"2016K2";"2016K3";"2016K4";"2017K1";"2017K2";"2017K3";"2017K4";"2018K1";"2018K2";"2018K3";"2018K4";"2019K1";"2019K2";"2019K3";"2019K4";"2020K1";"2020K2";"2020K3";"2020K4";"2021K1";"2021K2";"2021K3";"2021K4";"2022K1";"2022K2";"2022K3";"2022K4";"2023K1";"2023K2";"2023K3"
"Realiseret handelspris"
" ";"Ejerlejlighed"
" ";" ";"2100 København Ø";12590;13631;14000;14073;14903;15672;16407;16637;16818;17561;17500;17408;18051;17750;18109;18112;19422;20326;21586;22950;24533;27627;30266;31337;33690;34518;34087;32001;30216;29378;29709;27646;26136;26973;24974;23312;22040;23064;22849;23856;24725;25563;25601;26429;26067;26217;24826;24703;25162;25570;26216;26661;27478;29120;29037;30159;30522;31550;32029;32891;34253;36569;37265;37920;38292;39587;39021;40402;41137;42622;43995;43900;45407;46053;45346;45286;45241;44904;44076;44904;47220;47647;47654;50225;55575;57070;57421;57204;57344;59614;56138;51794;52933;55109;58216
" ";" ";"2150 Nordhavn";..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;45612;45298;..;..;39891;61496;52463;47995;47451;54875;53152;51830;57127;53718;56474;57265;63151;66655;62183;63494;64622;67730;59662;66282;62570;61974;70922

